"currentProjectId","employeeId","type","projectName","role","startDate","endDate","utilizationPercent","projectManager","assignmentStatus","assignedBy","isEvaluation","description","technology"
"017d8ec7-daa5-4578-8d90-b8df68c0f60f","I770148","Initiative","Document Management Service - Initiative","Contributor","2026-02-01","2026-06-30","21","Self-Managed","Accepted","","false","","BTP"
"d07aff6f-914b-461f-89ca-c9d1177644cc","I770150","Project","Event Mesh Integration","Solution Architect","2026-01-01","2026-12-31","51","Priya Sharma","Accepted","","false","","BTP"
"1a89f083-91d6-4bf5-be75-c9d3eb091ade","I770150","Initiative","HANA Cloud Database Migration - Initiative","Contributor","2026-02-01","2026-06-30","19","Self-Managed","Accepted","","false","","BTP"
"279d901e-3ee7-436a-85e9-d6c33feee19d","I770150","Initiative","Integration Suite Implementation - Initiative","Contributor","2026-02-01","2026-06-30","12","Self-Managed","Accepted","","false","","BTP"
"1b38e688-bedd-4133-a4c5-92ea863c5f4a","I770153","Project","S/4HANA Cloud Migration","Tech Lead","2026-01-01","2026-12-31","74","Self-Managed","Accepted","","false","","S/4HANA"
"9ab7a1e8-9a11-43f4-a8c6-d3738cf8cd8a","I770154","Project","Finance Module Upgrade","Solution Architect","2026-01-01","2026-12-31","69","Rahul Kumar","Accepted","","false","","S/4HANA"
"c41ed2e3-63f8-4c87-b613-b67db6e94b40","I770154","Project","Master Data Governance","Developer","2026-01-01","2026-12-31","43","Rahul Kumar","Accepted","","false","","S/4HANA"
"586cd80d-cc7c-4835-a00d-17284de356cb","I770154","Initiative","Finance Module Upgrade - Initiative","Contributor","2026-02-01","2026-06-30","12","Self-Managed","Accepted","","false","","S/4HANA"
"6a3d0401-bd1d-4e5e-adb1-0de0b7d33547","I770154","Initiative","SD (Sales & Distribution) Enhancement - Initiative","Contributor","2026-02-01","2026-06-30","12","Self-Managed","Accepted","","false","","S/4HANA"
"43ae07f0-2830-4a8f-a73f-1811911b4a5b","I770156","Project","Recommendation Engine","Tech Lead","2026-01-01","2026-12-31","49","Manish Kumar Sinha","Accepted","","false","","Data Science"
"a1870d6e-45f5-4e84-aae4-379baacf16cd","I770156","Project","Data Lake Implementation","Solution Architect","2026-01-01","2026-12-31","52","Manish Kumar Sinha","Accepted","","false","","Data Science"
"f603004a-6cfc-45ff-aeea-05885535b684","I770158","Project","MM (Material Management) Implementation","Developer","2026-01-01","2026-12-31","56","Priya Sharma","Accepted","","false","","S/4HANA"
"f7155abf-1ad9-4632-829f-b709f0218d89","I770158","Project","Procurement Automation","Tech Lead","2026-01-01","2026-12-31","66","Self-Managed","Accepted","","false","","S/4HANA"
"d824bcb1-b4c6-4901-ac0d-8e5529a7e4b6","I770159","Project","Master Data Governance","Tech Lead","2026-01-01","2026-12-31","65","Anita Patel","Accepted","","false","","S/4HANA"
"f592a547-e554-4531-9204-c4cc4b475397","I770160","Project","BTP Cloud Foundry Migration","Solution Architect","2026-01-01","2026-12-31","73","Self-Managed","Accepted","","false","","BTP"
"a767afe1-e7dd-4d9d-8ad1-c7cbcd02b902","I770160","Initiative","CAP Service Development - Initiative","Contributor","2026-02-01","2026-06-30","11","Self-Managed","Accepted","","false","","BTP"
"671928f0-3c88-4919-9346-053cb4a71ab5","I770161","Project","Event Mesh Integration","Developer","2026-01-01","2026-12-31","42","Anita Patel","Accepted","","false","","BTP"
"e87ccfba-d01e-49a2-a109-c5d375f61dd6","I770163","Project","Order-to-Cash Improvement","Solution Architect","2026-01-01","2026-12-31","43","Anita Patel","Accepted","","false","","S/4HANA"
"83c03376-9bcd-4a35-b0c1-1e8b9c265ebe","I770163","Project","FICO Reporting Portal","Tech Lead","2026-01-01","2026-12-31","53","Self-Managed","Accepted","","false","","S/4HANA"
"1c89b568-f6eb-403c-857c-fda04d93b450","I770163","Initiative","Finance Module Upgrade - Initiative","Contributor","2026-02-01","2026-06-30","26","Self-Managed","Accepted","","false","","S/4HANA"
"526d0174-909c-4008-a3ca-bd66ee3df122","I770163","Initiative","Master Data Governance - Initiative","Contributor","2026-02-01","2026-06-30","26","Self-Managed","Accepted","","false","","S/4HANA"
"276d4ba4-898f-443a-9134-6ad078dceb87","I770164","Project","Order-to-Cash Improvement","Tech Lead","2026-01-01","2026-12-31","51","Priya Sharma","Accepted","","false","","S/4HANA"
"828360db-a34c-4105-99ba-5d15507db36e","I770164","Initiative","Finance Module Upgrade - Initiative","Contributor","2026-02-01","2026-06-30","25","Self-Managed","Accepted","","false","","S/4HANA"
"77defbcb-cc21-46b8-bfea-755c04b2aa86","I770164","Initiative","MM (Material Management) Implementation - Initiative","Contributor","2026-02-01","2026-06-30","29","Self-Managed","Accepted","","false","","S/4HANA"
"a6ef7e98-b6bb-4a85-9802-7a5e8b128675","I770165","Project","HANA Cloud Database Migration","Solution Architect","2026-01-01","2026-12-31","49","Rahul Kumar","Accepted","","false","","BTP"
"37ed74b0-f9ce-41bf-a522-1ae0f0011a73","I770165","Initiative","Document Management Service - Initiative","Contributor","2026-02-01","2026-06-30","25","Self-Managed","Accepted","","false","","BTP"
"2ed19b74-5e94-487a-abed-3d4dbb882c27","I770166","Project","Demand Forecasting System","Developer","2026-01-01","2026-12-31","49","Anita Patel","Accepted","","false","","Data Science"
"77155fcb-24a4-4921-8863-d94ae57bbf1e","I770166","Project","Demand Forecasting System","Tech Lead","2026-01-01","2026-12-31","64","Priya Sharma","Accepted","","false","","Data Science"
"4205d67e-e27b-47f2-b28c-481ca0e93f23","I770166","Initiative","Data Quality Framework - Initiative","Contributor","2026-02-01","2026-06-30","24","Self-Managed","Accepted","","false","","Data Science"
"ae80db8e-8089-406b-a5cf-22f8b2dd0280","I770166","Initiative","Predictive Analytics Platform - Initiative","Contributor","2026-02-01","2026-06-30","23","Self-Managed","Accepted","","false","","Data Science"
"5e9a20a9-56ce-421b-8704-90e3599d2ef8","I770168","Project","Sentiment Analysis Tool","Tech Lead","2026-01-01","2026-12-31","67","Self-Managed","Accepted","","false","","Data Science"
"a30407ed-5b81-4641-b2e8-fb7530a19cf0","I770168","Project","Demand Forecasting System","Solution Architect","2026-01-01","2026-12-31","52","Rahul Kumar","Accepted","","false","","Data Science"
"2cdab576-0d4c-4d53-a15c-4e28bde40132","I770168","Initiative","Data Lake Implementation - Initiative","Contributor","2026-02-01","2026-06-30","19","Self-Managed","Accepted","","false","","Data Science"
"7d5d5c96-d2d3-4477-b888-cf5bab50743e","I774157","Project","Data Quality Framework","Tech Lead","2026-01-01","2026-12-31","50","Priya Sharma","Accepted","","false","","Data Science"
"a0bab873-f520-4b89-a485-d78189b0343b","I774157","Project","Customer Churn Analysis","Developer","2026-01-01","2026-12-31","54","Priya Sharma","Accepted","","false","","Data Science"
"403f5006-cd87-4019-8129-8d8450fa8b8e","I774157","Initiative","Recommendation Engine - Initiative","Contributor","2026-02-01","2026-06-30","22","Self-Managed","Accepted","","false","","Data Science"
"39019d89-f1a8-4866-a75e-a2e1c4b2a3fe","I774157","Initiative","Real-time Analytics Pipeline - Initiative","Contributor","2026-02-01","2026-06-30","26","Self-Managed","Accepted","","false","","Data Science"
"17526519-4b30-4934-a83a-d89ca6b22f41","I774158","Project","BTP Cloud Foundry Migration","Developer","2026-01-01","2026-12-31","54","Rahul Kumar","Accepted","","false","","BTP"
"03187b76-f854-4076-9f00-74f290b26f22","I774158","Project","Launchpad Service Configuration","Tech Lead","2026-01-01","2026-12-31","45","Anita Patel","Accepted","","false","","BTP"
"8b2c03e4-2c92-4bf5-ac58-e41d63bd0304","I774159","Project","SD (Sales & Distribution) Enhancement","Developer","2026-01-01","2026-12-31","73","Self-Managed","Accepted","","false","","S/4HANA"
"b8bf882b-4d42-414a-991d-a3477d51e22d","I774159","Project","MM (Material Management) Implementation","Developer","2026-01-01","2026-12-31","40","Priya Sharma","Accepted","","false","","S/4HANA"
"aebfa61b-18c5-48dc-a4f8-efb5e3f61e3c","I774159","Initiative","SAP S/4HANA Migration - Initiative","Contributor","2026-02-01","2026-06-30","25","Self-Managed","Accepted","","false","","S/4HANA"
"eba832b1-1f1b-4169-a8ce-c6c06172e20a","I774160","Project","PP (Production Planning) Optimization","Developer","2026-01-01","2026-12-31","51","Self-Managed","Accepted","","false","","S/4HANA"
"a2a7a2f3-4709-45bd-9a79-bfb24b18a4e4","I774160","Project","PP (Production Planning) Optimization","Developer","2026-01-01","2026-12-31","73","Manish Kumar Sinha","Accepted","","false","","S/4HANA"
"75b526b3-6822-4925-85c9-5de913c44fe0","I774160","Initiative","Finance Module Upgrade - Initiative","Contributor","2026-02-01","2026-06-30","22","Self-Managed","Accepted","","false","","S/4HANA"
"c8d13120-d9a4-498f-9397-89f31cc28961","I774160","Initiative","MM (Material Management) Implementation - Initiative","Contributor","2026-02-01","2026-06-30","29","Self-Managed","Accepted","","false","","S/4HANA"
"118599d9-6402-414d-bc8e-2e1b8db02eb9","I774161","Project","BTP Cloud Foundry Migration","Tech Lead","2026-01-01","2026-12-31","61","Self-Managed","Accepted","","false","","BTP"
"e907f954-b333-4c97-9a55-0d7d144afb2e","I774161","Project","Document Management Service","Tech Lead","2026-01-01","2026-12-31","71","Manish Kumar Sinha","Accepted","","false","","BTP"
"c9d6d194-5e7e-4365-b214-34daea674d38","I774161","Evaluation","Integration Suite Implementation - Evaluation","Evaluator","2026-01-15","2026-03-15","21","Self-Managed","Accepted","","true","","BTP"
"f6ce49f6-3f54-4d11-9422-e84c98fccf6b","I774161","Initiative","Workflow Automation - Initiative","Contributor","2026-02-01","2026-06-30","13","Self-Managed","Accepted","","false","","BTP"
"2d59750e-381c-4d03-be05-2fac0189d9f5","I774162","Project","Data Lake Implementation","Developer","2026-01-01","2026-12-31","50","Anita Patel","Accepted","","false","","Data Science"
"4f4b9963-456f-49cf-a84d-54c449f0313f","I774162","Project","Real-time Analytics Pipeline","Tech Lead","2026-01-01","2026-12-31","61","Self-Managed","Accepted","","false","","Data Science"
"2f50e00a-3562-4697-afd5-94412c44947d","I774162","Evaluation","Recommendation Engine - Evaluation","Evaluator","2026-01-15","2026-03-15","15","Self-Managed","Accepted","","true","","Data Science"
"e4596138-370f-42d9-8a6a-b2337c9c5632","I774163","Project","HANA Cloud Database Migration","Solution Architect","2026-01-01","2026-12-31","59","Anita Patel","Accepted","","false","","BTP"
"1462fa73-0b46-4b74-8ef0-de5fcf76a54f","I774163","Initiative","API Management Platform - Initiative","Contributor","2026-02-01","2026-06-30","16","Self-Managed","Accepted","","false","","BTP"
"9a52fc8b-4d22-4bed-91ff-0ed794c7c263","I774163","Initiative","API Management Platform - Initiative","Contributor","2026-02-01","2026-06-30","25","Self-Managed","Accepted","","false","","BTP"
"8f46ec36-5234-4b35-bb44-93d720d4832a","I774164","Project","Machine Learning Model Training","Tech Lead","2026-01-01","2026-12-31","70","Rahul Kumar","Accepted","","false","","Data Science"
"44db96e8-6a33-4386-8e10-384a836c00d4","I774164","Project","Demand Forecasting System","Developer","2026-01-01","2026-12-31","70","Manish Kumar Sinha","Accepted","","false","","Data Science"
"cf19f7da-cab6-47a2-a38e-8c4c0072a40e","I774164","Evaluation","Recommendation Engine - Evaluation","Evaluator","2026-01-15","2026-03-15","15","Self-Managed","Accepted","","true","","Data Science"
"cb8b7af5-2267-4a62-b135-51aff57877c9","I774164","Initiative","Data Quality Framework - Initiative","Contributor","2026-02-01","2026-06-30","27","Self-Managed","Accepted","","false","","Data Science"
"61f62245-8582-4b2c-ad0d-7a912c9999c0","I774164","Initiative","Sentiment Analysis Tool - Initiative","Contributor","2026-02-01","2026-06-30","10","Self-Managed","Accepted","","false","","Data Science"
"6b95adc9-fed2-4152-84b8-b6ddbcef52e1","I774165","Project","Real-time Analytics Pipeline","Tech Lead","2026-01-01","2026-12-31","73","Priya Sharma","Accepted","","false","","Data Science"
"d5f4daae-6724-4a9a-81e1-eb3bd2474574","I774166","Project","Business Intelligence Dashboard","Solution Architect","2026-01-01","2026-12-31","49","Rahul Kumar","Accepted","","false","","Data Science"
"87109d7f-7e38-46c4-841b-d2deb101ac93","I774166","Project","Recommendation Engine","Developer","2026-01-01","2026-12-31","46","Manish Kumar Sinha","Accepted","","false","","Data Science"
"e82efcc0-f7b6-424d-b2b3-3131ea2537b9","I774166","Initiative","Customer Churn Analysis - Initiative","Contributor","2026-02-01","2026-06-30","16","Self-Managed","Accepted","","false","","Data Science"
"530bc771-b380-4451-a692-3b84cf396975","I774166","Initiative","Recommendation Engine - Initiative","Contributor","2026-02-01","2026-06-30","15","Self-Managed","Accepted","","false","","Data Science"
"3f95f200-c4a1-4155-bc83-756ae9060b55","I774167","Project","Launchpad Service Configuration","Tech Lead","2026-01-01","2026-12-31","41","Anita Patel","Accepted","","false","","BTP"
"e4033a15-ec1b-4425-9f86-05d201d484d2","I774167","Initiative","Launchpad Service Configuration - Initiative","Contributor","2026-02-01","2026-06-30","23","Self-Managed","Accepted","","false","","BTP"
"60ed7acc-565e-46aa-b8dc-50daf39744e8","I774167","Initiative","Event Mesh Integration - Initiative","Contributor","2026-02-01","2026-06-30","21","Self-Managed","Accepted","","false","","BTP"
"edf1d458-dc64-4988-a46d-edff0d3694c2","I774168","Project","Document Management Service","Solution Architect","2026-01-01","2026-12-31","51","Manish Kumar Sinha","Accepted","","false","","BTP"
"1c5191da-161b-4774-af93-464729a6e463","I774168","Project","Extension Suite App","Solution Architect","2026-01-01","2026-12-31","41","Manish Kumar Sinha","Accepted","","false","","BTP"
"e62b91e6-88f0-4f2b-bbd9-789dae79354a","I774168","Initiative","Integration Suite Implementation - Initiative","Contributor","2026-02-01","2026-06-30","28","Self-Managed","Accepted","","false","","BTP"
"78a16d4c-af29-4f24-8dcb-22223f02cb63","I774168","Initiative","HANA Cloud Database Migration - Initiative","Contributor","2026-02-01","2026-06-30","23","Self-Managed","Accepted","","false","","BTP"
"05750ea6-6760-467b-a822-85ae9a185704","I774169","Project","Business Intelligence Dashboard","Developer","2026-01-01","2026-12-31","49","Anita Patel","Accepted","","false","","Data Science"
"f153e921-5bc7-4397-bd15-f0f6b09e92c1","I774169","Project","Sentiment Analysis Tool","Tech Lead","2026-01-01","2026-12-31","72","Rahul Kumar","Accepted","","false","","Data Science"
"9eb743d1-979e-4c62-b4df-170ea023fb93","I774169","Initiative","Real-time Analytics Pipeline - Initiative","Contributor","2026-02-01","2026-06-30","26","Self-Managed","Accepted","","false","","Data Science"
"325e1f56-ea66-4cb2-8e2b-d46f7ac1fc85","I774170","Project","SD (Sales & Distribution) Enhancement","Tech Lead","2026-01-01","2026-12-31","62","Rahul Kumar","Accepted","","false","","S/4HANA"
"d6bfbc82-30e4-4802-8195-677f5b1d5913","I774170","Project","S/4HANA Cloud Migration","Tech Lead","2026-01-01","2026-12-31","45","Self-Managed","Accepted","","false","","S/4HANA"
"5d1b944c-fedd-4652-a14a-09e94fc94bd6","I774171","Project","Master Data Governance","Developer","2026-01-01","2026-12-31","42","Anita Patel","Accepted","","false","","S/4HANA"
"d788d747-0e43-475b-9607-19207d736761","I774171","Project","Finance Module Upgrade","Tech Lead","2026-01-01","2026-12-31","58","Anita Patel","Accepted","","false","","S/4HANA"
"1a2255f1-efc8-4244-9f48-39ffecb44b6e","I774171","Initiative","Master Data Governance - Initiative","Contributor","2026-02-01","2026-06-30","23","Self-Managed","Accepted","","false","","S/4HANA"
"7020ce8b-324f-4cbd-98aa-920e2e1fa9ec","I774171","Initiative","Master Data Governance - Initiative","Contributor","2026-02-01","2026-06-30","22","Self-Managed","Accepted","","false","","S/4HANA"
"e805782f-1e67-48f0-a89a-db3976df9340","I774161","Evaluation","Integration Suite Governance - Evaluation","Evaluator","2026-04-01","2026-06-30","24","Self-Managed","Accepted","","true","Dummy evaluation data for dashboard visibility","BTP"
"e05ae937-0408-4562-930d-bfd69177de64","I774162","Evaluation","Advanced ML Review - Evaluation","Evaluator","2026-04-02","2026-07-15","18","Self-Managed","Accepted","","true","Dummy evaluation data for dashboard visibility","Data Science"
"e35cf302-8015-456f-b047-42d244ca783f","I774164","Evaluation","Forecasting Model QA - Evaluation","Evaluator","2026-04-05","2026-06-20","20","Self-Managed","Accepted","","true","Dummy evaluation data for dashboard visibility","Data Science"
"7bb8fe56-a586-4272-92b8-f455768ff432","I770156","Evaluation","ML Pipeline Performance Review","Evaluator","2026-03-01","2026-06-30","20","Self-Managed","Accepted","","true","","Data Science"
"bc832b9c-0fa1-4bfc-be0a-ca1aeb9fe7e7","I770156","Evaluation","Data Governance Audit","Evaluator","2026-04-01","2026-07-31","15","Self-Managed","Accepted","","true","","Data Science"
"c2cdb273-c0c7-42c5-a1cc-ed035df44955","I770158","Evaluation","S/4HANA Migration Readiness","Evaluator","2026-03-15","2026-06-15","18","Self-Managed","Accepted","","true","","S/4HANA"
"5bc3a3cf-a2f1-43c1-afa6-4543ebd52f4e","I770158","Evaluation","Procurement Module Assessment","Evaluator","2026-04-01","2026-07-31","15","Self-Managed","Accepted","","true","","S/4HANA"
"75386477-38b2-41d9-8349-69e701c19863","I770161","Evaluation","BTP Extension Suite Review","Evaluator","2026-03-01","2026-05-31","22","Self-Managed","Accepted","","true","","BTP"
"566697f2-ee45-4152-98f8-9ca0584294b6","I770165","Evaluation","AI Model Accuracy Assessment","Evaluator","2026-03-15","2026-06-30","18","Self-Managed","Accepted","","true","","BTP"
"c7fe5428-1081-4ede-afc1-240ac5b41166","I774159","Evaluation","SD Module Compliance Check","Evaluator","2026-04-01","2026-07-15","16","Self-Managed","Accepted","","true","","S/4HANA"
"969cf2dd-e52e-4d4a-9d91-9084420c7cae","I774162","Evaluation","Data Lake Architecture Review","Evaluator","2026-03-01","2026-06-30","15","Self-Managed","Accepted","","true","","Data Science"
"db30c002-71a4-4b67-8597-756b58cbeafb","I774165","Evaluation","Analytics Pipeline Benchmark","Evaluator","2026-04-01","2026-07-31","20","Self-Managed","Accepted","","true","","Data Science"
"fb3f725c-084a-4516-88f6-5763e32a6b5d","I774168","Evaluation","Integration Security Audit","Evaluator","2026-03-15","2026-06-15","18","Self-Managed","Accepted","","true","","BTP"
"90c7272b-bfbc-4072-b533-42dc09dc27d9","I774171","Evaluation","Finance Module Gap Analysis","Evaluator","2026-04-01","2026-06-30","20","Self-Managed","Accepted","","true","","S/4HANA"
"7d79927f-fa35-4071-811a-e5ae72fb6ba0","I770146","Evaluation","Procurement Workflow Review","Evaluator","2026-03-01","2026-05-31","18","Self-Managed","Accepted","","true","","S/4HANA"
"ad903b68-8f5e-4006-bd43-4319bdba086a","I770148","Evaluation","Cloud Foundry Health Check","Evaluator","2026-04-01","2026-06-30","15","Self-Managed","Accepted","","true","","BTP"
"ddeedaa1-c800-41c6-954f-22afa96a64a1","I770150","Evaluation","Event Mesh Performance Review","Evaluator","2026-03-15","2026-06-15","20","Self-Managed","Accepted","","true","","BTP"
"017dc62e-771a-44fb-8189-f6fb56612558","I770153","Evaluation","S/4HANA Cloud Stability Test","Evaluator","2026-04-01","2026-07-31","16","Self-Managed","Accepted","","true","","S/4HANA"
"cca0eaa1-a169-49d8-8337-981d5665c5a8","I770159","Evaluation","Master Data Quality Review","Evaluator","2026-03-01","2026-05-31","18","Self-Managed","Accepted","","true","","S/4HANA"
"1d0b45cc-07c0-437f-9a7a-baa19bdffeda","I770160","Evaluation","BTP Security Posture Review","Evaluator","2026-04-01","2026-06-30","15","Self-Managed","Accepted","","true","","BTP"
"88e73f4a-a6af-4df1-b5a3-55d4de870fc4","I770163","Evaluation","DevOps Pipeline Assessment","Evaluator","2026-03-15","2026-06-15","20","Self-Managed","Accepted","","true","","S/4HANA"
"8366ecdd-267f-4ad2-bbcc-d8a1c4dda8c4","I770164","Evaluation","Data Science Model Validation","Evaluator","2026-04-01","2026-07-31","15","Self-Managed","Accepted","","true","","S/4HANA"
"d252908d-5f0f-494a-8c4c-b280cbe9a630","I770166","Evaluation","Demand Model Accuracy Check","Evaluator","2026-03-01","2026-05-31","18","Self-Managed","Accepted","","true","","Data Science"
"1625ba5d-d60c-49a3-8b78-ae40cbd442e6","I770168","Evaluation","Sentiment Model Calibration","Evaluator","2026-04-01","2026-06-30","16","Self-Managed","Accepted","","true","","Data Science"
"87d13c21-1cd6-465d-b744-de25e6c85e79","I770156","Initiative","AI Ethics Framework","Contributor","2026-02-01","2026-08-31","25","Self-Managed","Accepted","","false","","Data Science"
"66720d0b-558c-42ea-af81-dd93c01d9040","I770158","Initiative","S/4HANA Best Practices Guide","Contributor","2026-03-01","2026-09-30","20","Self-Managed","Accepted","","false","","S/4HANA"
"2388b20b-7c0e-4aa1-a2a4-0bdeba1cd2c3","I770161","Initiative","BTP Developer Toolkit","Contributor","2026-02-15","2026-08-31","22","Self-Managed","Accepted","","false","","BTP"
"7d14a025-14e9-47f4-8f15-c26227d2e1c0","I770165","Initiative","ML Ops Automation","Contributor","2026-03-01","2026-09-30","25","Self-Managed","Accepted","","false","","BTP"
"18b52c99-a793-48c3-9320-2e18edbc8f23","I774159","Initiative","ERP Modernization Playbook","Contributor","2026-02-01","2026-08-31","20","Self-Managed","Accepted","","false","","S/4HANA"
"38598e79-1d46-4e3d-bcb2-b41e40d80cfd","I774165","Initiative","Real-time Dashboard POC","Contributor","2026-03-01","2026-07-31","22","Self-Managed","Accepted","","false","","Data Science"
"34aa113f-e08f-4d35-802b-2db17743c7b4","I774168","Initiative","API Gateway Standardization","Contributor","2026-02-15","2026-08-31","18","Self-Managed","Accepted","","false","","BTP"
"c0f201b2-4d19-44d5-9a8b-099888a9f798","I774171","Initiative","Finance Process Automation","Contributor","2026-03-01","2026-09-30","20","Self-Managed","Accepted","","false","","S/4HANA"
"353f0613-0dd1-4f93-a8c0-f0ced839f0df","I770146","Initiative","Procurement Analytics","Contributor","2026-02-01","2026-07-31","22","Self-Managed","Accepted","","false","","S/4HANA"
"92a7ea33-a19b-438c-a221-fe100132cf35","I770153","Initiative","Cloud Migration Handbook","Contributor","2026-03-01","2026-09-30","18","Self-Managed","Accepted","","false","","S/4HANA"
"e4944d08-836a-44c6-969a-0dad4af4b51e","I770154","Evaluation","ABAP Code Quality Review","Evaluator","2026-04-01","2026-07-31","18","Self-Managed","Accepted","","true","","S/4HANA"
"d5dc9ce0-19f5-4cd5-ba1f-f430a1654a4a","I774157","Evaluation","ML Model Drift Analysis","Evaluator","2026-03-15","2026-06-30","20","Self-Managed","Accepted","","true","","Data Science"
"8aa39e0d-48a4-4e32-a756-4e548ba35753","I774158","Evaluation","BTP Connectivity Assessment","Evaluator","2026-04-01","2026-07-15","16","Self-Managed","Accepted","","true","","BTP"
"8f24b32f-7033-49d4-8f63-300173c55edb","I774160","Evaluation","S/4HANA Data Migration Audit","Evaluator","2026-03-01","2026-06-30","18","Self-Managed","Accepted","","true","","S/4HANA"
"da738f00-9f0e-4782-adda-33ee44d6da6e","I774163","Evaluation","BTP Launchpad UX Review","Evaluator","2026-04-01","2026-07-31","15","Self-Managed","Accepted","","true","","BTP"
"cd2bb777-2537-4d3f-b926-07848b51e1de","I774166","Evaluation","Data Quality Assessment","Evaluator","2026-03-15","2026-06-15","20","Self-Managed","Accepted","","true","","Data Science"
"94a2de34-8dd7-468a-9c4f-453ff174d9c7","I774167","Evaluation","BTP Event Mesh Benchmark","Evaluator","2026-04-01","2026-06-30","18","Self-Managed","Accepted","","true","","BTP"
"9bfc22a8-87b5-4824-9166-8da620e84301","I774169","Evaluation","Predictive Model Validation","Evaluator","2026-03-01","2026-06-30","16","Self-Managed","Accepted","","true","","Data Science"
"9341944d-a80a-4945-8e30-7d3571f04cac","I774170","Evaluation","MM Module Regression Test","Evaluator","2026-04-01","2026-07-15","18","Self-Managed","Accepted","","true","","S/4HANA"
"c0c06ac7-8b76-4424-9137-d79147551f61","I770159","Initiative","S/4HANA UX Modernization","Contributor","2026-03-01","2026-09-30","20","Self-Managed","Accepted","","false","","S/4HANA"
"46a20141-82b2-4544-81e8-8641777bd2b7","I774158","Initiative","Integration Suite Accelerator","Contributor","2026-02-15","2026-08-31","22","Self-Managed","Accepted","","false","","BTP"
"002aa86b-4870-45d0-a0fe-2aa8199a7c71","I774170","Initiative","S/4HANA Test Automation","Contributor","2026-03-01","2026-09-30","18","Self-Managed","Accepted","","false","","S/4HANA"
"2178b611-91ac-4e00-8ca1-7c1f4d3699dd","I774162","Initiative","Data Mesh Architecture","Contributor","2026-02-01","2026-08-31","22","Self-Managed","Accepted","","false","","Data Science"
